x_mm,y_mm,z_mm,ok,error_code,alpha_deg,servo0_pwm,servo1_pwm,servo2_pwm,servo3_pwm,command
-160.0,320.0,40.0,0,8,,,,,,
-160.0,320.0,60.0,0,8,,,,,,
-160.0,320.0,80.0,0,8,,,,,,
-160.0,320.0,100.0,0,8,,,,,,
-160.0,320.0,120.0,0,8,,,,,,
-160.0,320.0,140.0,0,8,,,,,,
-160.0,320.0,160.0,0,8,,,,,,
-160.0,320.0,180.0,0,8,,,,,,
-160.0,320.0,200.0,0,8,,,,,,
-160.0,320.0,220.0,0,8,,,,,,
-160.0,320.0,240.0,0,8,,,,,,
-160.0,320.0,260.0,0,8,,,,,,
-160.0,320.0,280.0,0,8,,,,,,
-160.0,320.0,300.0,0,8,,,,,,
-160.0,320.0,320.0,0,8,,,,,,
-160.0,340.0,0.0,0,8,,,,,,
-160.0,340.0,20.0,0,8,,,,,,
-160.0,340.0,40.0,0,8,,,,,,
-160.0,340.0,60.0,0,8,,,,,,
-160.0,340.0,80.0,0,8,,,,,,
-160.0,340.0,100.0,0,8,,,,,,
-160.0,340.0,120.0,0,8,,,,,,
-160.0,340.0,140.0,0,8,,,,,,
-160.0,340.0,160.0,0,8,,,,,,
-160.0,340.0,180.0,0,8,,,,,,
-160.0,340.0,200.0,0,8,,,,,,
-160.0,340.0,220.0,0,8,,,,,,
-160.0,340.0,240.0,0,8,,,,,,
-160.0,340.0,260.0,0,8,,,,,,
-160.0,340.0,280.0,0,8,,,,,,
-160.0,340.0,300.0,0,8,,,,,,
-160.0,340.0,320.0,0,8,,,,,,
-160.0,360.0,0.0,0,8,,,,,,
-160.0,360.0,20.0,0,8,,,,,,
-160.0,360.0,40.0,0,8,,,,,,
-160.0,360.0,60.0,0,8,,,,,,
-160.0,360.0,80.0,0,8,,,,,,
-160.0,360.0,100.0,0,8,,,,,,
-160.0,360.0,120.0,0,8,,,,,,
-160.0,360.0,140.0,0,8,,,,,,
-160.0,360.0,160.0,0,8,,,,,,
-160.0,360.0,180.0,0,8,,,,,,
-160.0,360.0,200.0,0,8,,,,,,
-160.0,360.0,220.0,0,8,,,,,,
-160.0,360.0,240.0,0,8,,,,,,
-160.0,360.0,260.0,0,8,,,,,,
-160.0,360.0,280.0,0,8,,,,,,
-160.0,360.0,300.0,0,8,,,,,,
-160.0,360.0,320.0,0,8,,,,,,
-160.0,380.0,0.0,0,8,,,,,,
-160.0,380.0,20.0,0,8,,,,,,
-160.0,380.0,40.0,0,8,,,,,,
-160.0,380.0,60.0,0,8,,,,,,
-160.0,380.0,80.0,0,8,,,,,,
-160.0,380.0,100.0,0,8,,,,,,
-160.0,380.0,120.0,0,8,,,,,,
-160.0,380.0,140.0,0,8,,,,,,
-160.0,380.0,160.0,0,8,,,,,,
-160.0,380.0,180.0,0,8,,,,,,
-160.0,380.0,200.0,0,8,,,,,,
-160.0,380.0,220.0,0,8,,,,,,
-160.0,380.0,240.0,0,8,,,,,,
-160.0,380.0,260.0,0,8,,,,,,
-160.0,380.0,280.0,0,8,,,,,,
-160.0,380.0,300.0,0,8,,,,,,
-160.0,380.0,320.0,0,8,,,,,,
-160.0,400.0,0.0,0,8,,,,,,
-160.0,400.0,20.0,0,8,,,,,,
-160.0,400.0,40.0,0,8,,,,,,
-160.0,400.0,60.0,0,8,,,,,,
-160.0,400.0,80.0,0,8,,,,,,
-160.0,400.0,100.0,0,8,,,,,,
-160.0,400.0,120.0,0,8,,,,,,
-160.0,400.0,140.0,0,8,,,,,,
-160.0,400.0,160.0,0,8,,,,,,
-160.0,400.0,180.0,0,8,,,,,,
-160.0,400.0,200.0,0,8,,,,,,
-160.0,400.0,220.0,0,8,,,,,,
-160.0,400.0,240.0,0,8,,,,,,
-160.0,400.0,260.0,0,8,,,,,,
-160.0,400.0,280.0,0,8,,,,,,
-160.0,400.0,300.0,0,8,,,,,,
-160.0,400.0,320.0,0,8,,,,,,
-160.0,420.0,0.0,0,8,,,,,,
-160.0,420.0,20.0,0,8,,,,,,
-160.0,420.0,40.0,0,8,,,,,,
-160.0,420.0,60.0,0,8,,,,,,
-160.0,420.0,80.0,0,8,,,,,,
-160.0,420.0,100.0,0,8,,,,,,
-160.0,420.0,120.0,0,8,,,,,,
-160.0,420.0,140.0,0,8,,,,,,
-160.0,420.0,160.0,0,8,,,,,,
-160.0,420.0,180.0,0,8,,,,,,
-160.0,420.0,200.0,0,8,,,,,,
-160.0,420.0,220.0,0,8,,,,,,
-160.0,420.0,240.0,0,8,,,,,,
-160.0,420.0,260.0,0,8,,,,,,
-160.0,420.0,280.0,0,8,,,,,,
-160.0,420.0,300.0,0,8,,,,,,
-160.0,420.0,320.0,0,8,,,,,,
-160.0,440.0,0.0,0,8,,,,,,
-160.0,440.0,20.0,0,8,,,,,,
-160.0,440.0,40.0,0,8,,,,,,
-160.0,440.0,60.0,0,8,,,,,,
-160.0,440.0,80.0,0,8,,,,,,
-160.0,440.0,100.0,0,8,,,,,,
-160.0,440.0,120.0,0,8,,,,,,
-160.0,440.0,140.0,0,8,,,,,,
-160.0,440.0,160.0,0,8,,,,,,
-160.0,440.0,180.0,0,8,,,,,,
-160.0,440.0,200.0,0,8,,,,,,
-160.0,440.0,220.0,0,8,,,,,,
-160.0,440.0,240.0,0,8,,,,,,
-160.0,440.0,260.0,0,8,,,,,,
-160.0,440.0,280.0,0,8,,,,,,
-160.0,440.0,300.0,0,8,,,,,,
-160.0,440.0,320.0,0,8,,,,,,
-160.0,460.0,0.0,0,8,,,,,,
-160.0,460.0,20.0,0,8,,,,,,
-160.0,460.0,40.0,0,8,,,,,,
-160.0,460.0,60.0,0,8,,,,,,
-160.0,460.0,80.0,0,8,,,,,,
-160.0,460.0,100.0,0,8,,,,,,
-160.0,460.0,120.0,0,8,,,,,,
-160.0,460.0,140.0,0,8,,,,,,
-160.0,460.0,160.0,0,8,,,,,,
-160.0,460.0,180.0,0,8,,,,,,
-160.0,460.0,200.0,0,8,,,,,,
-160.0,460.0,220.0,0,8,,,,,,
-160.0,460.0,240.0,0,8,,,,,,
-160.0,460.0,260.0,0,8,,,,,,
-160.0,460.0,280.0,0,8,,,,,,
-160.0,460.0,300.0,0,8,,,,,,
-160.0,460.0,320.0,0,8,,,,,,
-160.0,480.0,0.0,0,8,,,,,,
-160.0,480.0,20.0,0,8,,,,,,
-160.0,480.0,40.0,0,8,,,,,,
-160.0,480.0,60.0,0,8,,,,,,
-160.0,480.0,80.0,0,8,,,,,,
-160.0,480.0,100.0,0,8,,,,,,
-160.0,480.0,120.0,0,8,,,,,,
-160.0,480.0,140.0,0,8,,,,,,
-160.0,480.0,160.0,0,8,,,,,,
-160.0,480.0,180.0,0,8,,,,,,
-160.0,480.0,200.0,0,8,,,,,,
-160.0,480.0,220.0,0,8,,,,,,
-160.0,480.0,240.0,0,8,,,,,,
-160.0,480.0,260.0,0,8,,,,,,
-160.0,480.0,280.0,0,8,,,,,,
-160.0,480.0,300.0,0,8,,,,,,
-160.0,480.0,320.0,0,8,,,,,,
-160.0,500.0,0.0,0,8,,,,,,
-160.0,500.0,20.0,0,8,,,,,,
-160.0,500.0,40.0,0,8,,,,,,
-160.0,500.0,60.0,0,8,,,,,,
